char01,char02,char03,char04,char05,char06,char07,char08,prediction
n,c,c,y,y,w,*,*,invalid
h,j,y,m,h,*,*,*,invalid
p,a,t,c,h,e,d,*,valid
l,f,c,*,*,*,*,*,invalid
l,e,g,m,a,n,*,*,valid
x,i,g,y,t,k,*,*,invalid
e,r,u,p,t,*,*,*,valid
v,e,n,t,g,h,*,*,invalid
b,u,n,g,l,e,d,*,valid
a,n,m,*,*,*,*,*,invalid
a,k,n,u,s,s,*,*,invalid
l,m,x,a,e,c,*,*,invalid
h,a,m,s,*,*,*,*,valid
o,b,a,*,*,*,*,*,valid
k,d,m,k,g,n,*,*,invalid
r,p,d,c,*,*,*,*,invalid
s,u,p,p,l,i,e,r,valid
t,f,t,*,*,*,*,*,invalid
t,i,w,*,*,*,*,*,invalid
o,q,q,b,o,*,*,*,invalid
b,e,h,a,l,f,*,*,valid
k,i,d,d,o,e,s,*,valid
o,x,p,y,a,m,*,*,invalid
k,u,l,h,o,j,*,*,invalid
t,a,y,k,w,x,*,*,invalid
k,l,l,s,j,*,*,*,invalid
h,d,y,h,*,*,*,*,invalid
m,g,h,*,*,*,*,*,invalid
b,l,a,s,t,i,n,g,valid
f,a,t,h,e,r,l,y,valid
s,e,e,t,h,i,n,g,valid
t,h,e,r,e,o,n,*,valid
t,u,j,*,*,*,*,*,invalid
j,v,o,*,*,*,*,*,invalid
d,r,o,x,c,r,*,*,invalid
m,u,s,c,l,i,n,g,valid
k,n,e,a,d,i,n,g,valid
h,e,w,e,r,*,*,*,valid
u,l,a,u,c,e,*,*,invalid
m,s,v,w,*,*,*,*,invalid
c,p,m,*,*,*,*,*,invalid
b,o,s,o,m,s,*,*,valid
l,o,c,a,l,e,s,*,valid
p,u,m,m,e,l,*,*,valid
f,s,v,j,x,*,*,*,invalid
j,u,v,e,n,i,l,e,valid
a,w,a,k,e,d,*,*,valid
x,w,l,v,f,c,m,*,invalid
b,b,u,n,d,*,*,*,invalid
y,e,w,s,*,*,*,*,valid
q,o,e,o,*,*,*,*,invalid
o,v,i,q,*,*,*,*,invalid
i,h,d,w,*,*,*,*,invalid
i,h,t,f,*,*,*,*,invalid
u,w,t,w,l,*,*,*,invalid
s,p,o,o,f,i,n,g,valid
v,h,c,g,f,h,a,*,invalid
m,e,n,t,a,l,l,y,valid
h,u,g,i,t,f,*,*,invalid
f,s,w,d,x,n,o,*,invalid
k,n,c,i,*,*,*,*,invalid
h,i,g,h,n,e,s,s,valid
q,u,a,f,f,i,n,g,valid
j,e,w,e,l,l,e,d,valid
q,v,t,v,w,*,*,*,invalid
p,i,g,m,e,n,t,*,valid
c,r,e,a,s,i,n,g,valid
i,u,f,e,v,*,*,*,invalid
s,t,q,*,*,*,*,*,invalid
x,o,a,l,l,b,o,*,invalid
m,i,p,a,x,*,*,*,invalid
r,e,d,d,e,s,t,*,valid
b,u,f,f,o,o,n,*,valid
t,d,v,*,*,*,*,*,invalid
m,f,b,*,*,*,*,*,invalid
t,e,n,f,o,l,d,*,valid
s,n,i,d,e,*,*,*,valid
l,u,e,j,e,b,h,*,invalid
f,l,y,g,x,v,*,*,invalid
i,n,t,r,e,p,i,d,valid
y,r,k,m,*,*,*,*,invalid
j,m,d,c,g,*,*,*,invalid
s,m,m,p,*,*,*,*,invalid
f,d,q,*,*,*,*,*,invalid
e,a,r,w,a,x,*,*,valid
a,r,g,y,l,e,*,*,valid
c,s,s,r,*,*,*,*,invalid
g,s,v,c,v,o,*,*,invalid
h,f,i,*,*,*,*,*,invalid
c,o,m,f,i,e,r,*,valid
y,g,w,x,*,*,*,*,invalid
d,i,r,e,*,*,*,*,valid
i,h,m,j,j,*,*,*,invalid
c,d,k,*,*,*,*,*,invalid
x,s,u,o,y,*,*,*,invalid
i,e,b,s,r,j,t,*,invalid
c,h,e,e,r,*,*,*,valid
m,j,r,y,a,*,*,*,invalid
o,r,s,p,*,*,*,*,invalid
c,e,u,m,l,*,*,*,invalid
o,g,o,v,n,u,*,*,invalid
b,u,z,z,i,n,g,*,valid
b,m,n,x,*,*,*,*,invalid
e,n,p,b,*,*,*,*,invalid
t,r,u,t,h,e,r,*,valid
s,n,i,p,e,r,s,*,valid
m,f,w,k,g,s,x,*,invalid
h,p,t,x,o,c,w,*,invalid
i,l,w,h,q,c,*,*,invalid
s,t,r,i,c,t,l,y,valid
k,u,f,m,y,x,*,*,invalid
f,r,a,c,t,i,o,n,valid
g,s,g,t,p,*,*,*,invalid
y,e,i,a,*,*,*,*,invalid
o,r,e,*,*,*,*,*,invalid
p,o,u,n,d,*,*,*,valid
p,a,w,n,e,d,*,*,valid
c,m,i,k,i,u,*,*,invalid
a,q,b,w,q,s,*,*,invalid
q,v,o,*,*,*,*,*,invalid
w,w,k,*,*,*,*,*,invalid
f,f,n,n,g,e,*,*,invalid
d,o,t,h,*,*,*,*,valid
g,p,v,m,p,q,*,*,invalid
t,o,r,p,e,d,o,*,valid
y,i,v,*,*,*,*,*,invalid
n,l,u,u,p,c,m,*,invalid
w,u,v,r,*,*,*,*,invalid
r,i,b,b,o,n,s,*,valid
c,o,m,m,a,s,*,*,valid
l,g,i,i,o,*,*,*,invalid
r,t,m,b,j,*,*,*,invalid
r,a,v,i,n,e,*,*,valid
h,e,n,n,a,*,*,*,valid
f,b,n,c,u,g,*,*,invalid
x,y,t,l,k,a,*,*,invalid
o,u,t,t,a,k,e,s,valid
e,o,u,g,*,*,*,*,invalid
w,g,p,o,*,*,*,*,invalid
t,x,m,g,a,c,v,*,invalid
r,m,v,h,t,c,*,*,invalid
j,k,q,a,e,q,b,*,invalid
c,w,l,p,r,t,x,*,invalid
t,a,o,k,m,x,*,*,invalid
j,h,o,o,*,*,*,*,invalid
h,u,x,s,v,k,*,*,invalid
d,i,m,e,r,*,*,*,valid
a,c,c,r,u,e,d,*,valid
d,e,p,u,t,i,e,s,valid
s,a,p,l,i,n,g,*,valid
q,v,v,*,*,*,*,*,invalid
i,t,u,v,a,r,*,*,invalid
x,j,t,*,*,*,*,*,invalid
m,y,j,v,h,a,o,*,invalid
e,m,o,t,i,v,e,*,valid
w,a,r,r,i,o,r,s,valid
b,l,u,*,*,*,*,*,invalid
w,a,r,r,e,n,*,*,valid
d,u,a,h,*,*,*,*,invalid
l,n,t,p,o,a,r,*,invalid
n,h,i,i,f,i,*,*,invalid
c,u,r,r,a,n,t,*,valid
n,h,f,q,*,*,*,*,invalid
t,e,r,m,i,n,i,*,valid
q,h,g,v,x,f,s,*,invalid
f,r,e,a,k,i,e,r,valid
t,w,e,r,p,*,*,*,valid
d,i,r,t,*,*,*,*,valid
d,r,e,d,g,e,s,*,valid
d,x,y,o,i,x,j,*,invalid
c,t,v,*,*,*,*,*,invalid
o,u,b,*,*,*,*,*,invalid
o,d,s,r,a,a,*,*,invalid
x,e,e,o,p,p,*,*,invalid
x,a,v,m,a,y,v,*,invalid
d,e,s,c,r,i,e,d,valid
x,g,y,k,*,*,*,*,invalid
g,n,a,r,l,i,e,r,valid
f,o,i,c,x,g,*,*,invalid
s,o,u,n,d,*,*,*,valid
d,q,h,t,*,*,*,*,invalid
l,j,b,s,t,*,*,*,invalid
d,i,n,e,t,t,e,*,valid
t,e,n,d,o,n,*,*,valid
q,w,t,v,c,*,*,*,invalid
y,m,g,n,l,s,*,*,invalid
n,x,b,x,*,*,*,*,invalid
b,j,x,*,*,*,*,*,invalid
w,h,o,l,e,*,*,*,valid
w,o,m,a,n,*,*,*,valid
a,f,v,g,d,y,*,*,invalid
e,w,a,f,a,k,*,*,invalid
d,m,c,b,f,c,u,*,invalid
g,q,m,*,*,*,*,*,invalid
f,o,n,d,u,e,s,*,valid
j,w,m,*,*,*,*,*,invalid
x,e,t,h,k,*,*,*,invalid
v,r,b,*,*,*,*,*,invalid
t,r,k,i,p,m,g,*,invalid
f,l,j,c,*,*,*,*,invalid
b,i,t,e,s,*,*,*,valid
g,x,i,s,w,*,*,*,invalid
c,n,t,t,*,*,*,*,invalid
o,j,y,l,f,*,*,*,invalid
s,c,r,a,m,b,l,e,valid
w,r,s,a,v,b,d,*,invalid
m,a,i,m,i,n,g,*,valid
t,e,a,p,o,t,*,*,valid
t,m,m,c,r,*,*,*,invalid
c,t,s,l,p,*,*,*,invalid
r,a,n,t,i,n,g,*,valid
t,r,r,u,m,*,*,*,invalid
n,n,i,*,*,*,*,*,invalid
s,a,n,o,v,t,*,*,invalid
n,m,k,q,*,*,*,*,invalid
v,o,l,t,*,*,*,*,invalid
e,l,x,*,*,*,*,*,invalid
p,s,y,c,h,i,n,g,valid
f,q,t,r,*,*,*,*,invalid
r,c,n,e,y,v,*,*,invalid
g,x,k,*,*,*,*,*,invalid
b,u,x,e,p,c,b,*,invalid
d,a,m,p,e,n,s,*,valid
j,q,u,v,s,*,*,*,invalid
w,k,j,q,g,s,*,*,invalid
x,e,d,*,*,*,*,*,invalid
d,u,c,k,*,*,*,*,valid
t,y,m,t,e,m,c,*,invalid
h,b,a,k,c,*,*,*,invalid
h,a,r,e,m,s,*,*,valid
b,s,d,y,o,u,m,*,invalid
d,k,t,c,i,*,*,*,invalid
x,f,k,d,h,*,*,*,invalid
x,s,u,q,e,*,*,*,invalid
d,a,f,f,i,e,r,*,valid
l,m,l,u,*,*,*,*,invalid
g,i,j,y,n,j,*,*,invalid
y,g,g,l,p,h,i,*,invalid
s,h,c,u,x,o,*,*,invalid
i,c,u,w,e,q,*,*,invalid
r,n,g,g,f,d,y,*,invalid
m,e,v,a,a,*,*,*,invalid
x,m,m,r,w,t,q,*,invalid
b,e,l,l,b,o,y,s,valid
t,o,m,*,*,*,*,*,valid
w,e,h,b,*,*,*,*,invalid
w,u,v,*,*,*,*,*,invalid
s,t,u,m,p,*,*,*,valid
t,t,p,*,*,*,*,*,invalid
b,r,o,i,l,i,n,g,valid
l,o,r,d,l,y,*,*,valid
x,i,h,b,*,*,*,*,invalid
a,a,a,*,*,*,*,*,invalid
j,l,f,n,v,d,*,*,invalid
c,o,w,g,i,r,l,*,valid
d,j,w,v,s,s,i,*,invalid
r,j,s,u,p,*,*,*,invalid
n,k,b,f,r,o,s,*,invalid
l,f,r,y,*,*,*,*,invalid
h,o,w,l,*,*,*,*,valid
a,x,e,s,*,*,*,*,valid
o,t,t,e,r,*,*,*,valid
a,m,m,b,a,g,v,*,invalid
b,k,r,f,e,*,*,*,invalid
d,i,x,i,s,u,n,*,invalid
w,f,l,j,i,r,r,*,invalid
l,w,q,*,*,*,*,*,invalid
i,n,f,a,n,t,*,*,valid
d,w,h,b,e,*,*,*,invalid
t,e,a,l,s,*,*,*,valid
q,y,n,k,o,m,*,*,invalid
r,u,b,b,i,s,h,y,valid
s,h,a,y,l,k,*,*,invalid
b,r,s,t,j,p,*,*,invalid
o,u,l,k,o,y,v,*,invalid
y,t,c,*,*,*,*,*,invalid
g,a,u,g,e,*,*,*,valid
j,o,c,k,s,*,*,*,valid
e,n,i,y,a,*,*,*,invalid
m,o,n,s,t,e,r,*,valid
t,s,l,*,*,*,*,*,invalid
r,e,t,a,k,e,*,*,valid
h,y,x,q,a,u,*,*,invalid
h,o,x,r,*,*,*,*,invalid
r,i,c,*,*,*,*,*,invalid
l,i,n,e,s,m,e,n,valid
j,u,q,n,j,*,*,*,invalid
b,p,n,*,*,*,*,*,invalid
l,b,x,d,d,d,e,*,invalid
c,o,n,v,e,y,e,r,valid
e,n,s,y,*,*,*,*,invalid
e,g,r,e,s,s,*,*,valid
n,c,c,*,*,*,*,*,invalid
j,k,p,*,*,*,*,*,invalid
b,r,a,n,d,i,n,g,valid
b,w,p,w,x,f,u,*,invalid
m,i,l,e,r,s,*,*,valid
m,m,w,j,x,y,*,*,invalid
c,l,i,p,f,w,*,*,invalid
f,k,x,a,s,r,*,*,invalid
p,r,i,z,e,s,*,*,valid
u,n,s,a,f,e,s,t,valid
n,i,c,k,i,n,g,*,valid
e,b,y,o,i,x,*,*,invalid
j,t,e,i,*,*,*,*,invalid
f,i,r,e,s,*,*,*,valid
h,w,t,t,*,*,*,*,invalid
a,r,r,a,n,g,e,d,valid
s,t,i,f,l,e,d,*,valid
e,v,r,a,n,*,*,*,invalid
v,j,j,*,*,*,*,*,invalid
m,e,a,l,*,*,*,*,valid
a,d,j,a,c,e,n,t,valid
y,v,o,j,*,*,*,*,invalid
c,k,h,p,u,g,*,*,invalid
q,u,e,n,c,h,e,s,valid
f,e,l,l,s,*,*,*,valid
s,y,n,v,y,*,*,*,invalid
u,b,t,t,g,l,n,*,invalid
u,f,r,t,h,k,*,*,invalid
h,i,n,g,i,n,g,*,valid
b,l,u,e,b,i,r,d,valid
a,c,q,u,i,t,s,*,valid
s,i,n,g,e,i,n,g,valid
s,v,e,l,t,e,s,t,valid
y,q,c,w,g,m,*,*,invalid
k,j,d,d,g,k,a,*,invalid
d,u,a,x,d,k,*,*,invalid
s,u,r,e,t,y,*,*,valid
b,o,n,g,o,s,*,*,valid
h,e,i,f,e,r,*,*,valid
q,m,y,d,u,*,*,*,invalid
t,c,f,*,*,*,*,*,invalid
i,r,i,s,*,*,*,*,valid
b,e,h,a,v,i,o,r,valid
j,a,n,*,*,*,*,*,invalid
n,d,i,w,v,c,b,*,invalid
x,a,n,p,u,n,i,*,invalid
s,t,u,c,c,o,s,*,valid
f,w,a,*,*,*,*,*,invalid
r,a,g,s,*,*,*,*,valid
u,x,c,*,*,*,*,*,invalid
y,v,e,*,*,*,*,*,invalid
n,m,b,*,*,*,*,*,invalid
o,p,g,h,d,*,*,*,invalid
d,k,a,a,*,*,*,*,invalid
v,k,o,y,*,*,*,*,invalid
c,o,l,o,r,s,*,*,valid
q,t,n,r,b,j,*,*,invalid
h,e,q,*,*,*,*,*,invalid
p,c,h,r,p,k,f,*,invalid
m,b,m,*,*,*,*,*,invalid
y,r,o,r,*,*,*,*,invalid
x,r,q,r,u,m,q,*,invalid
c,o,n,t,a,i,n,s,valid
b,u,n,t,s,*,*,*,valid
n,t,u,*,*,*,*,*,invalid
h,a,r,m,*,*,*,*,valid
a,y,k,r,w,n,k,*,invalid
y,k,g,*,*,*,*,*,invalid
w,g,n,*,*,*,*,*,invalid
i,t,o,i,h,*,*,*,invalid
o,p,a,q,u,e,*,*,valid
p,o,l,y,p,*,*,*,valid
p,y,q,y,u,i,v,*,invalid
f,t,n,k,*,*,*,*,invalid
i,n,v,o,l,v,e,*,valid
f,o,x,e,s,*,*,*,valid
p,r,i,n,t,e,d,*,valid
c,o,w,e,r,*,*,*,valid
t,j,e,q,w,r,*,*,invalid
w,o,e,g,n,c,*,*,invalid
u,n,s,t,e,a,d,y,valid
f,d,s,b,*,*,*,*,invalid
a,s,g,f,*,*,*,*,invalid
s,e,e,m,s,*,*,*,valid
d,k,h,b,b,v,*,*,invalid
m,p,u,n,l,n,s,*,invalid
v,n,e,f,*,*,*,*,invalid
h,r,u,q,s,*,*,*,invalid
d,r,a,b,b,e,r,*,valid
m,a,z,u,i,*,*,*,valid
p,s,e,u,d,o,*,*,valid
k,c,c,l,i,i,*,*,invalid
l,i,r,i,k,v,n,*,invalid
o,s,w,t,q,o,*,*,invalid
p,l,e,d,g,e,s,*,valid
s,u,l,t,a,n,a,s,valid
h,o,l,i,e,r,*,*,valid
b,e,l,i,e,v,e,s,valid
s,e,c,t,o,r,*,*,valid
e,h,i,j,d,*,*,*,invalid
j,d,k,*,*,*,*,*,invalid
n,p,g,l,h,s,*,*,invalid
x,s,k,*,*,*,*,*,invalid
h,y,b,l,w,j,i,*,invalid
e,x,a,m,p,l,e,s,valid
s,t,a,r,k,e,r,*,valid
p,x,q,s,i,o,*,*,invalid
x,c,e,v,*,*,*,*,invalid
r,e,a,l,m,s,*,*,valid
k,u,m,o,*,*,*,*,valid
o,j,f,x,o,u,u,*,invalid
c,r,a,v,e,n,s,*,valid
h,e,a,r,*,*,*,*,valid
s,g,n,m,s,w,*,*,invalid
o,u,t,k,*,*,*,*,invalid
b,n,w,l,a,v,o,*,invalid
b,v,i,w,*,*,*,*,invalid
r,r,y,y,s,l,r,*,invalid
b,i,a,h,*,*,*,*,invalid
w,o,q,t,k,u,*,*,invalid
d,b,y,r,*,*,*,*,invalid
y,n,k,y,*,*,*,*,invalid
c,r,a,b,b,i,n,g,valid
p,r,e,c,i,s,e,*,valid
t,w,a,n,g,i,n,g,valid
b,i,z,a,r,r,e,*,valid
p,a,u,k,w,o,*,*,invalid
i,m,b,e,d,d,e,d,valid
b,x,f,l,*,*,*,*,invalid
y,e,n,s,*,*,*,*,valid
u,p,o,*,*,*,*,*,invalid
b,x,c,e,g,e,h,*,invalid
u,c,t,n,*,*,*,*,invalid
m,i,n,u,t,e,*,*,valid
l,e,o,f,d,s,*,*,invalid
c,k,f,q,*,*,*,*,invalid
x,l,i,*,*,*,*,*,invalid
t,o,u,r,l,b,*,*,invalid
n,a,s,t,i,e,s,t,valid
p,j,f,c,k,*,*,*,invalid
y,u,b,*,*,*,*,*,invalid
b,m,j,f,j,i,m,*,invalid
o,e,n,e,i,l,*,*,invalid
s,e,w,*,*,*,*,*,invalid
s,k,i,p,p,i,n,g,valid
m,o,s,e,y,e,d,*,valid
q,g,h,o,*,*,*,*,invalid
y,u,j,q,*,*,*,*,invalid
g,e,v,t,w,*,*,*,invalid
m,r,a,c,*,*,*,*,invalid
v,r,q,k,n,t,a,*,invalid
r,w,u,q,s,*,*,*,invalid
q,m,p,r,r,j,*,*,invalid
i,t,b,j,y,*,*,*,invalid
t,o,t,a,l,i,t,y,valid
d,c,r,n,p,j,*,*,invalid
w,w,o,u,u,*,*,*,invalid
e,q,u,a,l,i,z,e,valid
j,c,x,g,*,*,*,*,invalid
v,a,j,a,x,*,*,*,invalid
e,g,o,t,i,s,m,*,valid
e,m,d,*,*,*,*,*,invalid
y,i,t,n,k,k,*,*,invalid
o,p,t,i,m,a,*,*,valid
f,a,g,s,*,*,*,*,valid
q,q,d,f,d,a,x,*,invalid
j,g,w,y,n,*,*,*,invalid
p,o,l,l,u,t,e,s,valid
b,r,e,a,k,e,r,s,valid
o,d,p,*,*,*,*,*,invalid
g,o,a,t,*,*,*,*,valid
x,d,x,d,y,x,v,*,invalid
n,i,p,g,b,*,*,*,invalid
y,b,v,*,*,*,*,*,invalid
l,f,h,k,*,*,*,*,invalid
g,r,i,m,m,e,s,t,valid
y,o,k,e,s,*,*,*,valid
v,o,r,t,e,x,e,s,valid
w,d,i,*,*,*,*,*,invalid
k,v,d,s,v,*,*,*,invalid
g,i,c,y,i,e,q,*,invalid
r,i,c,h,*,*,*,*,valid
a,r,v,k,h,*,*,*,invalid
g,r,a,p,p,l,e,*,valid
l,m,s,*,*,*,*,*,invalid
s,t,r,i,d,e,s,*,valid
y,o,o,d,e,r,*,*,invalid
e,k,q,*,*,*,*,*,invalid
s,b,a,n,j,*,*,*,invalid
g,g,n,g,y,u,m,*,invalid
i,q,i,t,d,*,*,*,invalid
f,d,r,h,m,b,i,*,invalid
m,a,n,i,a,*,*,*,valid
f,r,u,m,p,y,*,*,valid
b,l,a,m,e,s,*,*,valid
h,o,n,e,s,t,l,y,valid
q,o,c,a,e,*,*,*,invalid
d,n,h,g,p,*,*,*,invalid
d,u,k,j,w,*,*,*,invalid
z,y,g,o,t,e,s,*,valid
o,d,x,f,h,n,*,*,invalid
d,q,c,c,o,*,*,*,invalid
j,m,k,g,*,*,*,*,invalid
c,a,m,b,i,u,m,s,valid
m,c,d,w,p,*,*,*,invalid
y,n,i,v,y,*,*,*,invalid
s,i,d,f,n,*,*,*,invalid
n,q,u,s,v,*,*,*,invalid
g,l,o,u,*,*,*,*,invalid
w,a,s,h,i,*,*,*,valid
p,r,i,m,a,l,*,*,valid
q,n,w,k,*,*,*,*,invalid
m,i,s,t,s,*,*,*,valid
j,k,n,a,*,*,*,*,invalid
e,g,w,n,u,t,a,*,invalid
u,d,f,v,*,*,*,*,invalid
o,x,y,g,e,n,*,*,valid
n,r,e,*,*,*,*,*,invalid
o,x,a,*,*,*,*,*,invalid
w,c,u,b,b,*,*,*,invalid
s,n,o,w,s,*,*,*,valid
i,w,q,n,k,w,l,*,invalid
o,f,f,e,r,i,n,g,valid
k,b,e,*,*,*,*,*,invalid
a,b,u,t,t,e,d,*,valid
k,r,r,s,*,*,*,*,invalid
v,e,e,f,s,a,u,*,invalid
s,w,t,i,k,r,*,*,invalid
m,a,r,k,s,*,*,*,valid
l,d,n,n,k,*,*,*,invalid
r,q,t,h,q,*,*,*,invalid
e,n,t,i,t,y,*,*,valid
a,q,s,u,v,l,v,*,invalid
u,n,s,e,e,m,l,y,valid
l,c,o,*,*,*,*,*,invalid
w,h,i,n,e,d,*,*,valid
g,r,a,p,h,i,n,g,valid
l,a,n,c,i,n,g,*,valid
s,a,v,o,r,i,e,s,valid
r,y,w,w,o,x,c,*,invalid
e,k,i,l,g,*,*,*,invalid
w,p,y,i,e,x,a,*,invalid
d,o,c,s,*,*,*,*,valid
f,j,l,g,m,*,*,*,invalid
t,j,f,*,*,*,*,*,invalid
w,s,f,f,u,*,*,*,invalid
d,o,e,k,o,a,*,*,invalid
x,a,y,y,t,d,*,*,invalid
y,a,k,s,*,*,*,*,valid
j,i,f,r,s,x,*,*,invalid
p,h,a,l,l,i,c,*,valid
e,c,k,g,b,*,*,*,invalid
s,t,r,e,s,s,e,d,valid
d,f,b,l,*,*,*,*,invalid
l,w,y,v,q,t,i,*,invalid
f,n,w,s,*,*,*,*,invalid
w,a,t,c,h,f,u,l,valid
w,a,l,i,n,g,*,*,valid
s,e,a,m,a,n,*,*,valid
i,n,j,u,r,e,d,*,valid
g,r,s,w,f,o,a,*,invalid
s,a,u,c,e,p,a,n,valid
t,l,e,o,l,d,m,*,invalid
b,l,e,a,k,*,*,*,valid
k,o,w,t,o,w,e,d,valid
b,a,n,i,s,h,e,s,valid
p,a,l,a,v,e,r,*,valid
k,m,n,t,*,*,*,*,invalid
b,e,a,c,o,n,*,*,valid
b,y,q,o,b,*,*,*,invalid
f,a,l,c,o,n,e,r,valid
a,n,a,g,r,a,m,*,valid
w,p,x,d,r,d,*,*,invalid
j,i,d,*,*,*,*,*,invalid
m,o,p,s,*,*,*,*,valid
r,e,c,i,t,e,d,*,valid
e,v,e,n,t,i,d,e,valid
e,c,u,o,q,*,*,*,invalid
i,r,g,t,a,*,*,*,invalid
c,q,x,*,*,*,*,*,invalid
m,u,m,*,*,*,*,*,valid
b,e,e,c,h,*,*,*,valid
j,h,u,f,w,*,*,*,invalid
w,h,i,l,e,d,*,*,valid
d,i,g,s,*,*,*,*,valid
a,b,u,s,i,v,e,*,valid
a,u,g,m,*,*,*,*,invalid
r,k,c,n,o,y,*,*,invalid
s,g,x,c,*,*,*,*,invalid
e,u,m,h,s,j,*,*,invalid
k,j,m,w,*,*,*,*,invalid
b,y,l,a,w,*,*,*,valid
w,e,h,q,p,*,*,*,invalid
i,d,w,o,s,*,*,*,invalid
f,m,r,w,*,*,*,*,invalid
n,t,x,e,y,r,v,*,invalid
y,r,j,*,*,*,*,*,invalid
a,u,t,o,p,s,y,*,valid
b,f,d,v,k,*,*,*,invalid
p,e,b,b,l,i,n,g,valid
g,d,l,s,*,*,*,*,invalid
s,s,s,p,b,u,l,*,invalid
t,c,s,u,y,*,*,*,invalid
r,g,t,a,t,i,*,*,invalid
n,g,p,o,*,*,*,*,invalid
y,k,h,*,*,*,*,*,invalid
l,d,e,r,b,j,*,*,invalid
p,l,o,d,*,*,*,*,valid
n,l,f,g,b,a,*,*,invalid
r,e,e,*,*,*,*,*,invalid
r,u,b,i,e,s,t,*,valid
p,p,k,j,p,f,b,*,invalid
p,g,b,d,g,j,o,*,invalid
p,o,c,j,*,*,*,*,invalid
g,u,u,b,a,w,o,*,invalid
m,i,s,p,l,a,y,s,valid
c,s,c,n,*,*,*,*,invalid
n,e,r,d,s,*,*,*,valid
q,k,w,b,b,c,*,*,invalid
i,b,l,u,*,*,*,*,invalid
n,e,m,a,t,o,d,e,valid
e,p,w,*,*,*,*,*,invalid
l,i,c,h,e,e,s,*,valid
j,o,y,r,i,d,e,s,valid
r,a,c,k,e,t,e,d,valid
i,i,v,*,*,*,*,*,invalid
n,r,a,m,l,t,k,*,invalid
l,i,v,e,a,b,l,e,valid
y,k,g,u,u,o,u,*,invalid
p,y,e,j,o,l,*,*,invalid
w,p,q,r,n,*,*,*,invalid
a,t,q,w,*,*,*,*,invalid
x,x,f,t,d,q,g,*,invalid
i,l,q,*,*,*,*,*,invalid
p,k,b,g,n,c,*,*,invalid
b,o,w,l,e,d,*,*,valid
d,e,b,y,r,f,q,*,invalid
e,m,p,e,r,o,r,*,valid
l,k,f,h,w,x,*,*,invalid
x,v,i,e,i,m,*,*,invalid
w,t,v,k,o,*,*,*,invalid
g,a,r,n,i,s,h,*,valid
k,s,p,c,m,u,*,*,invalid
c,p,w,*,*,*,*,*,invalid
c,a,v,o,r,t,*,*,valid
d,g,q,e,q,p,w,*,invalid
k,f,u,j,*,*,*,*,invalid
o,s,h,*,*,*,*,*,invalid
g,a,u,g,i,n,g,*,valid
t,w,i,n,k,l,e,s,valid
r,i,s,e,r,s,*,*,valid
f,e,s,r,*,*,*,*,invalid
i,e,*,*,*,*,*,*,valid
m,j,e,g,x,a,x,*,invalid
h,i,n,d,e,r,*,*,valid
v,f,o,l,w,*,*,*,invalid
s,a,v,a,g,e,l,y,valid
o,n,e,s,e,l,f,*,valid
w,e,p,*,*,*,*,*,invalid
u,p,k,f,j,i,*,*,invalid
w,h,i,s,k,*,*,*,valid
f,r,o,s,t,i,e,r,valid
w,h,i,f,f,*,*,*,valid
i,u,v,t,p,d,*,*,invalid
t,a,n,a,g,e,r,s,valid
p,v,d,t,*,*,*,*,invalid
l,t,c,v,*,*,*,*,invalid
a,v,e,n,g,e,s,*,valid
c,y,q,u,l,j,*,*,invalid
l,a,i,v,*,*,*,*,invalid
s,a,w,a,r,u,*,*,valid
i,l,l,*,*,*,*,*,valid
m,p,f,y,*,*,*,*,invalid
v,x,j,m,*,*,*,*,invalid
u,n,i,f,y,i,n,g,valid
b,o,u,n,c,i,n,g,valid
k,a,j,a,j,e,*,*,invalid
d,r,j,j,q,y,*,*,invalid
v,l,r,h,r,k,q,*,invalid
i,x,i,l,s,*,*,*,invalid
l,k,g,o,x,*,*,*,invalid
u,n,b,e,n,d,*,*,valid
h,c,d,h,*,*,*,*,invalid
r,w,g,f,x,*,*,*,invalid
c,w,l,v,*,*,*,*,invalid
c,f,j,g,*,*,*,*,invalid
w,a,c,k,e,r,*,*,valid
r,u,n,o,f,f,*,*,valid
i,s,u,*,*,*,*,*,valid
w,k,a,*,*,*,*,*,invalid
w,s,i,o,v,f,*,*,invalid
u,s,t,*,*,*,*,*,invalid
a,u,g,t,t,d,e,*,invalid
e,n,g,r,o,s,s,*,valid
h,s,i,m,l,l,*,*,invalid
g,o,o,d,b,y,s,*,valid
y,c,p,p,p,o,*,*,invalid
k,o,c,h,i,r,a,*,valid
p,u,r,r,e,d,*,*,valid
s,e,l,v,a,g,e,*,valid
c,g,q,n,q,s,f,*,invalid
f,x,y,*,*,*,*,*,invalid
d,o,o,r,s,*,*,*,valid
t,c,s,q,j,o,e,*,invalid
s,b,q,x,*,*,*,*,invalid
s,p,n,w,*,*,*,*,invalid
a,b,h,o,r,r,e,d,valid
b,l,i,h,a,p,*,*,invalid
p,c,l,d,f,m,*,*,invalid
p,o,l,l,u,t,e,d,valid
r,o,u,g,h,e,d,*,valid
u,q,w,q,*,*,*,*,invalid
p,r,e,d,a,t,o,r,valid
t,a,u,n,t,e,d,*,valid
a,n,o,n,*,*,*,*,valid
n,m,m,v,c,*,*,*,invalid
g,c,r,x,n,b,*,*,invalid
f,y,h,*,*,*,*,*,invalid
t,a,n,s,*,*,*,*,valid
y,j,l,f,*,*,*,*,invalid
