char01,char02,char03,char04,char05,char06,char07,char08,prediction
c,o,c,c,i,s,*,*,valid
f,s,y,v,*,*,*,*,invalid
t,t,f,q,t,l,*,*,invalid
o,k,s,q,*,*,*,*,invalid
j,q,e,*,*,*,*,*,invalid
q,p,m,o,*,*,*,*,invalid
m,e,n,t,o,r,s,*,valid
s,e,w,n,*,*,*,*,valid
i,w,c,v,*,*,*,*,invalid
d,i,f,*,*,*,*,*,invalid
c,j,h,r,n,g,f,*,invalid
i,s,l,a,n,d,*,*,valid
f,d,k,v,i,w,b,*,invalid
q,j,f,y,*,*,*,*,invalid
a,s,t,u,t,e,l,y,valid
y,i,j,m,f,g,q,*,invalid
c,r,n,c,a,t,j,*,invalid
f,c,b,f,*,*,*,*,invalid
e,r,r,*,*,*,*,*,valid
n,j,y,q,t,a,g,*,invalid
g,o,q,g,c,*,*,*,invalid
s,c,o,l,d,*,*,*,valid
x,q,y,a,*,*,*,*,invalid
r,h,h,*,*,*,*,*,invalid
o,d,w,v,o,h,*,*,invalid
f,a,r,c,i,c,a,l,valid
e,x,e,r,t,e,d,*,valid
s,a,l,m,o,n,s,*,valid
l,i,w,x,t,b,d,*,invalid
d,t,u,t,*,*,*,*,invalid
f,h,j,f,*,*,*,*,invalid
s,h,a,b,b,i,e,r,valid
n,p,m,s,*,*,*,*,invalid
i,k,h,k,*,*,*,*,invalid
e,c,x,q,j,m,*,*,invalid
d,n,d,h,p,j,k,*,invalid
y,d,j,n,e,*,*,*,invalid
d,r,e,s,s,*,*,*,valid
c,a,s,t,i,n,g,s,valid
s,p,u,u,b,s,k,*,invalid
e,n,c,r,u,s,t,*,valid
s,a,w,d,u,s,t,*,valid
m,g,i,a,b,n,m,*,invalid
w,a,r,l,o,c,k,*,valid
p,w,w,*,*,*,*,*,invalid
f,r,o,m,*,*,*,*,valid
r,e,l,a,t,e,*,*,valid
l,i,g,h,t,e,r,*,valid
q,h,o,f,o,*,*,*,invalid
k,i,j,*,*,*,*,*,invalid
c,r,i,m,p,s,*,*,valid
u,o,c,h,t,d,r,*,invalid
u,f,g,d,q,*,*,*,invalid
o,n,q,*,*,*,*,*,invalid
r,c,u,y,i,*,*,*,invalid
q,u,i,e,t,*,*,*,valid
a,t,t,i,r,i,n,g,valid
n,v,e,s,d,p,k,*,invalid
i,a,t,l,m,l,f,*,invalid
w,l,h,s,*,*,*,*,invalid
e,t,x,r,*,*,*,*,invalid
b,n,q,n,c,*,*,*,invalid
b,u,y,k,j,h,*,*,invalid
s,f,c,y,k,*,*,*,invalid
l,p,a,k,s,v,v,*,invalid
r,f,d,n,u,*,*,*,invalid
j,u,n,k,e,r,s,*,valid
c,a,n,a,l,*,*,*,valid
o,h,w,a,y,*,*,*,invalid
o,e,o,a,*,*,*,*,invalid
d,e,l,e,t,e,d,*,valid
s,t,d,s,b,g,*,*,invalid
g,i,g,a,n,t,i,c,valid
v,a,l,e,t,s,*,*,valid
y,a,n,*,*,*,*,*,invalid
w,h,h,*,*,*,*,*,invalid
o,r,e,q,w,v,*,*,invalid
n,v,l,d,*,*,*,*,invalid
v,j,k,w,i,*,*,*,invalid
g,n,s,j,h,q,*,*,invalid
i,b,h,*,*,*,*,*,invalid
q,m,k,g,x,*,*,*,invalid
r,r,w,n,y,*,*,*,invalid
s,c,k,b,s,o,a,*,invalid
y,b,p,*,*,*,*,*,invalid
h,o,t,j,c,*,*,*,invalid
r,a,p,i,n,e,*,*,valid
k,i,l,o,b,y,t,e,valid
b,w,g,d,j,*,*,*,invalid
w,o,k,*,*,*,*,*,valid
o,d,m,s,c,m,p,*,invalid
k,s,m,*,*,*,*,*,invalid
p,u,n,s,t,e,r,*,valid
q,l,u,v,p,*,*,*,invalid
h,i,e,*,*,*,*,*,valid
c,o,s,t,l,y,*,*,valid
a,x,w,*,*,*,*,*,invalid
s,t,r,a,f,e,s,*,valid
e,k,f,f,r,*,*,*,invalid
f,a,v,x,i,*,*,*,invalid
g,j,p,t,l,a,*,*,invalid
l,e,e,r,i,e,r,*,valid
r,p,l,l,r,d,*,*,invalid
b,e,a,m,s,*,*,*,valid
n,i,u,*,*,*,*,*,invalid
s,e,d,a,t,e,l,y,valid
b,o,n,q,u,y,o,*,invalid
m,w,e,g,o,*,*,*,invalid
g,g,l,u,n,s,*,*,invalid
l,v,t,*,*,*,*,*,invalid
s,e,d,u,c,e,*,*,valid
f,y,i,r,e,n,*,*,invalid
a,n,b,m,o,i,*,*,invalid
q,u,k,a,x,*,*,*,invalid
n,s,c,p,m,q,b,*,invalid
j,u,r,i,s,t,s,*,valid
c,h,e,s,t,n,u,t,valid
j,l,r,*,*,*,*,*,invalid
c,h,a,r,t,s,*,*,valid
l,o,c,k,u,p,*,*,valid
b,a,t,t,e,r,y,*,valid
n,c,i,u,*,*,*,*,invalid
u,n,b,a,r,*,*,*,valid
i,m,p,o,s,t,o,r,valid
q,u,i,r,k,y,*,*,valid
s,p,i,d,e,r,s,*,valid
d,i,z,z,i,e,s,*,valid
v,o,y,w,*,*,*,*,invalid
t,y,x,e,e,l,*,*,invalid
n,y,f,m,*,*,*,*,invalid
m,e,s,s,i,l,y,*,valid
d,o,n,a,t,e,d,*,valid
f,o,v,o,p,e,a,*,invalid
h,a,k,e,d,*,*,*,invalid
b,r,o,o,k,e,d,*,valid
j,j,b,r,c,o,y,*,invalid
o,p,y,r,x,p,d,*,invalid
s,w,a,g,*,*,*,*,valid
d,i,s,t,r,i,c,t,valid
r,e,p,o,r,t,e,r,valid
c,a,h,e,x,f,*,*,invalid
y,g,i,*,*,*,*,*,invalid
b,o,o,t,y,*,*,*,valid
n,a,m,f,*,*,*,*,invalid
d,f,s,n,p,*,*,*,invalid
s,t,i,r,r,u,p,s,valid
m,p,t,*,*,*,*,*,invalid
v,b,l,y,*,*,*,*,invalid
g,i,v,c,b,n,n,*,invalid
t,o,o,l,k,i,t,*,valid
x,c,q,r,x,e,g,*,invalid
p,o,s,t,d,a,t,e,valid
d,i,w,*,*,*,*,*,invalid
r,o,c,k,i,e,s,t,valid
q,b,l,d,e,*,*,*,invalid
f,e,z,z,e,s,*,*,valid
n,e,s,t,i,n,g,*,valid
a,r,t,i,f,a,c,t,valid
h,j,m,r,i,g,t,*,invalid
s,p,e,e,d,*,*,*,valid
q,r,t,v,k,w,*,*,invalid
y,q,k,*,*,*,*,*,invalid
h,o,n,o,r,s,*,*,valid
j,r,o,c,*,*,*,*,invalid
h,p,r,c,u,f,*,*,invalid
h,i,t,t,e,r,*,*,valid
y,o,p,i,*,*,*,*,invalid
s,v,c,l,*,*,*,*,invalid
j,x,x,f,a,s,o,*,invalid
m,c,b,a,*,*,*,*,invalid
l,j,x,a,t,k,*,*,invalid
t,s,p,e,v,h,*,*,invalid
a,i,t,y,e,u,d,*,invalid
w,m,l,d,w,n,d,*,invalid
b,r,a,n,d,i,e,s,valid
b,t,e,*,*,*,*,*,invalid
l,e,v,e,r,i,n,g,valid
c,o,l,t,*,*,*,*,valid
w,c,i,o,a,t,o,*,invalid
j,e,t,j,l,*,*,*,invalid
b,l,t,f,q,g,s,*,invalid
h,u,r,l,*,*,*,*,valid
e,m,j,*,*,*,*,*,invalid
m,i,n,x,e,s,*,*,valid
h,a,y,g,o,o,*,*,invalid
t,v,g,h,j,b,m,*,invalid
u,p,d,q,p,f,i,*,invalid
b,u,s,t,l,e,s,*,valid
e,n,g,u,l,f,s,*,valid
s,i,c,k,e,s,t,*,valid
l,e,s,s,o,r,s,*,valid
h,r,q,*,*,*,*,*,invalid
s,h,a,d,i,n,g,s,valid
t,x,q,c,y,n,*,*,invalid
q,d,p,m,*,*,*,*,invalid
n,o,m,a,*,*,*,*,invalid
i,h,w,o,l,t,q,*,invalid
r,c,j,h,*,*,*,*,invalid
c,o,b,b,l,e,s,*,valid
h,e,m,l,i,n,e,s,valid
v,x,a,l,*,*,*,*,invalid
b,l,u,n,t,e,d,*,valid
r,p,c,*,*,*,*,*,invalid
m,u,s,k,r,a,t,s,valid
g,u,o,r,n,v,*,*,invalid
s,g,e,*,*,*,*,*,invalid
g,d,i,g,r,*,*,*,invalid
o,q,i,*,*,*,*,*,invalid
t,u,x,e,d,o,*,*,valid
s,i,h,n,m,*,*,*,invalid
w,b,r,*,*,*,*,*,invalid
n,g,t,*,*,*,*,*,invalid
d,r,a,i,n,i,n,g,valid
i,h,k,h,*,*,*,*,invalid
l,o,g,i,c,i,a,n,valid
v,n,c,*,*,*,*,*,invalid
b,a,n,d,y,*,*,*,valid
m,b,o,*,*,*,*,*,invalid
g,p,j,*,*,*,*,*,invalid
w,g,f,m,*,*,*,*,invalid
d,c,m,o,j,n,s,*,invalid
g,d,x,h,o,n,*,*,invalid
s,t,o,w,i,n,g,*,valid
k,s,s,u,h,*,*,*,invalid
g,r,a,i,*,*,*,*,invalid
q,t,p,d,v,*,*,*,invalid
k,l,c,f,c,*,*,*,invalid
p,u,q,y,t,j,b,*,invalid
r,q,h,x,h,l,*,*,invalid
m,c,m,u,*,*,*,*,invalid
s,l,o,p,p,i,l,y,valid
w,b,j,l,*,*,*,*,invalid
i,g,u,f,w,q,*,*,invalid
q,o,q,w,j,*,*,*,invalid
r,a,t,h,e,r,*,*,valid
t,o,n,g,u,e,d,*,valid
t,i,a,o,l,j,*,*,invalid
v,i,q,c,f,n,j,*,invalid
v,r,j,n,*,*,*,*,invalid
p,e,y,u,*,*,*,*,invalid
j,l,f,f,*,*,*,*,invalid
f,k,g,u,l,*,*,*,invalid
v,w,h,n,*,*,*,*,invalid
p,t,y,s,b,e,*,*,invalid
s,u,p,p,l,y,*,*,valid
e,o,s,r,u,*,*,*,invalid
u,q,d,m,c,l,k,*,invalid
w,h,o,o,s,h,e,s,valid
q,w,c,y,v,g,*,*,invalid
i,h,c,g,*,*,*,*,invalid
u,e,y,*,*,*,*,*,invalid
r,w,x,*,*,*,*,*,invalid
t,d,o,b,v,b,f,*,invalid
v,a,u,l,t,e,r,*,valid
v,s,i,o,k,j,g,*,invalid
j,a,l,*,*,*,*,*,invalid
k,t,s,d,t,j,*,*,invalid
r,b,c,t,*,*,*,*,invalid
l,f,o,y,o,h,*,*,invalid
o,b,r,w,v,*,*,*,invalid
g,r,o,w,t,h,*,*,valid
a,g,i,n,w,t,*,*,invalid
r,u,s,s,e,t,*,*,valid
i,u,v,d,j,*,*,*,invalid
q,q,r,a,e,*,*,*,invalid
j,m,m,*,*,*,*,*,invalid
c,r,e,a,k,y,*,*,valid
m,m,b,h,b,*,*,*,invalid
s,h,o,e,s,*,*,*,valid
l,o,a,n,s,*,*,*,valid
i,m,p,o,r,t,e,d,valid
t,o,g,j,*,*,*,*,invalid
w,e,d,d,i,n,g,*,valid
s,e,e,d,s,*,*,*,valid
t,d,t,j,*,*,*,*,invalid
b,a,a,*,*,*,*,*,valid
h,i,e,w,i,h,x,*,invalid
a,v,y,*,*,*,*,*,invalid
m,g,k,*,*,*,*,*,invalid
r,a,w,b,o,n,e,d,valid
s,t,a,r,l,i,t,*,valid
h,y,o,p,g,c,a,*,invalid
l,a,c,u,n,a,*,*,valid
d,j,n,e,k,*,*,*,invalid
h,y,d,r,a,t,e,*,valid
x,l,r,l,w,p,*,*,invalid
g,u,s,h,e,d,*,*,valid
r,u,q,*,*,*,*,*,invalid
p,q,f,i,h,q,*,*,invalid
n,a,v,i,e,s,*,*,valid
j,h,n,v,d,*,*,*,invalid
c,l,e,a,t,s,*,*,valid
q,i,h,p,t,*,*,*,invalid
p,w,n,e,d,*,*,*,valid
t,l,e,m,m,v,*,*,invalid
g,y,y,w,i,*,*,*,invalid
s,k,b,s,v,a,*,*,invalid
y,b,i,l,*,*,*,*,invalid
e,n,g,a,g,e,*,*,valid
q,b,s,v,*,*,*,*,invalid
w,e,i,g,h,t,e,d,valid
k,n,e,a,d,e,r,*,valid
s,m,a,r,t,l,y,*,valid
i,j,n,*,*,*,*,*,invalid
r,e,s,p,i,r,e,*,valid
u,v,k,c,f,e,f,*,invalid
n,g,m,*,*,*,*,*,invalid
j,o,i,n,s,*,*,*,valid
e,w,s,n,o,l,f,*,invalid
n,w,p,c,i,g,l,*,invalid
d,o,w,n,e,r,s,*,valid
j,h,c,o,*,*,*,*,invalid
u,k,c,*,*,*,*,*,invalid
p,x,n,k,*,*,*,*,invalid
m,a,d,e,*,*,*,*,valid
r,s,a,u,i,u,*,*,invalid
j,u,k,x,s,*,*,*,invalid
c,h,a,o,s,*,*,*,valid
f,q,y,a,s,*,*,*,invalid
g,u,m,r,s,p,*,*,invalid
d,e,s,p,a,i,r,s,valid
m,x,k,c,c,k,j,*,invalid
v,i,s,d,*,*,*,*,invalid
w,i,h,l,t,v,*,*,invalid
c,o,v,e,t,i,n,g,valid
d,g,v,e,k,*,*,*,invalid
r,e,v,e,r,e,*,*,valid
m,o,u,x,*,*,*,*,invalid
u,a,f,o,e,n,*,*,invalid
p,e,l,l,e,t,e,d,valid
k,u,k,p,*,*,*,*,invalid
l,e,o,p,a,r,d,s,valid
g,q,q,x,g,*,*,*,invalid
c,o,t,m,w,j,*,*,invalid
v,h,b,e,d,o,*,*,invalid
m,x,a,v,i,s,n,*,invalid
p,b,y,q,l,p,*,*,invalid
c,r,a,f,t,*,*,*,valid
r,l,x,*,*,*,*,*,invalid
f,o,c,j,q,h,b,*,invalid
v,f,v,c,w,n,k,*,invalid
v,o,y,e,u,r,s,*,valid
j,o,l,l,i,t,y,*,valid
a,h,p,u,*,*,*,*,invalid
t,s,p,k,f,r,g,*,invalid
m,m,k,u,*,*,*,*,invalid
g,d,o,u,*,*,*,*,invalid
b,x,v,k,*,*,*,*,invalid
b,p,n,n,a,f,*,*,invalid
x,x,m,u,r,e,e,*,invalid
r,o,s,a,r,y,*,*,valid
s,r,i,r,*,*,*,*,invalid
d,h,y,*,*,*,*,*,invalid
v,e,x,e,d,*,*,*,valid
o,o,d,*,*,*,*,*,invalid
m,e,s,s,*,*,*,*,valid
f,r,u,x,x,*,*,*,invalid
i,l,o,v,m,f,v,*,invalid
b,r,y,q,*,*,*,*,invalid
i,m,p,m,o,w,*,*,invalid
w,f,p,n,l,x,*,*,invalid
o,h,a,j,f,g,e,*,invalid
p,q,t,k,a,*,*,*,invalid
c,i,f,w,o,n,*,*,invalid
h,g,q,n,*,*,*,*,invalid
l,y,o,n,*,*,*,*,invalid
u,k,s,k,p,v,x,*,invalid
q,g,x,q,*,*,*,*,invalid
u,m,n,r,u,*,*,*,invalid
p,o,b,b,p,*,*,*,invalid
x,e,o,d,v,v,*,*,invalid
f,e,i,v,l,*,*,*,invalid
a,i,l,r,x,d,*,*,invalid
e,p,d,n,x,p,h,*,invalid
a,t,o,n,e,*,*,*,valid
f,h,x,g,h,a,h,*,invalid
v,u,q,v,e,q,v,*,invalid
j,p,v,q,b,s,*,*,invalid
t,v,x,r,g,p,*,*,invalid
s,o,w,e,d,*,*,*,valid
c,h,e,c,k,e,r,*,valid
r,e,g,r,e,t,*,*,valid
a,n,t,i,h,e,r,o,valid
s,u,y,*,*,*,*,*,invalid
k,h,b,f,x,d,s,*,invalid
l,j,h,h,u,j,p,*,invalid
p,h,l,s,t,b,*,*,invalid
i,t,j,t,m,y,*,*,invalid
c,s,l,r,o,*,*,*,invalid
v,u,h,y,l,h,d,*,invalid
b,s,v,k,p,b,s,*,invalid
j,i,b,e,d,*,*,*,valid
t,i,f,e,q,k,*,*,invalid
f,o,n,d,e,s,t,*,valid
r,c,q,k,*,*,*,*,invalid
g,i,e,m,e,k,d,*,invalid
c,w,p,k,*,*,*,*,invalid
p,e,o,p,l,e,s,*,valid
v,b,m,r,v,l,*,*,invalid
p,h,n,t,y,*,*,*,invalid
k,x,k,d,j,*,*,*,invalid
o,y,w,*,*,*,*,*,invalid
o,b,w,h,n,x,a,*,invalid
t,i,r,e,d,e,s,t,valid
y,k,n,e,l,k,*,*,invalid
f,k,t,l,h,g,d,*,invalid
d,d,x,o,x,*,*,*,invalid
c,r,u,e,l,l,y,*,valid
n,w,m,l,m,v,*,*,invalid
d,o,r,m,o,u,s,e,valid
f,f,x,l,*,*,*,*,invalid
a,e,r,a,t,e,*,*,valid
s,j,c,e,m,b,*,*,invalid
f,x,q,h,n,g,*,*,invalid
w,h,g,w,v,e,o,*,invalid
o,v,e,r,l,a,p,*,valid
c,s,c,*,*,*,*,*,invalid
t,y,i,n,g,*,*,*,valid
m,q,l,m,j,*,*,*,invalid
k,q,o,x,*,*,*,*,invalid
t,x,h,e,r,*,*,*,invalid
a,f,f,i,r,m,*,*,valid
x,k,r,k,x,c,p,*,invalid
g,a,f,f,*,*,*,*,valid
m,m,d,q,j,t,u,*,invalid
k,l,s,*,*,*,*,*,invalid
p,u,r,p,o,r,t,s,valid
j,u,o,r,*,*,*,*,invalid
o,a,c,b,d,*,*,*,invalid
d,e,h,f,o,*,*,*,invalid
h,j,i,d,l,t,*,*,invalid
d,q,x,s,r,j,e,*,invalid
t,a,i,l,o,r,s,*,valid
y,n,s,e,f,e,*,*,invalid
a,o,l,j,m,r,*,*,invalid
x,v,q,q,w,*,*,*,invalid
d,y,y,c,k,f,r,*,invalid
c,o,a,s,t,e,r,s,valid
a,l,i,g,h,t,s,*,valid
f,f,y,d,*,*,*,*,invalid
f,i,x,a,t,e,s,*,valid
t,u,y,k,*,*,*,*,invalid
m,r,v,*,*,*,*,*,invalid
i,m,v,*,*,*,*,*,invalid
n,g,a,h,m,f,*,*,invalid
r,i,g,*,*,*,*,*,valid
e,x,t,o,l,*,*,*,valid
t,m,v,*,*,*,*,*,invalid
g,a,h,i,p,*,*,*,invalid
c,h,o,o,s,y,*,*,valid
t,r,a,w,l,i,n,g,valid
w,b,i,d,*,*,*,*,invalid
k,m,h,t,x,*,*,*,invalid
b,t,x,f,u,c,o,*,invalid
s,v,j,r,n,*,*,*,invalid
y,o,u,r,s,e,l,f,valid
e,o,i,b,v,v,*,*,invalid
b,u,y,i,n,g,*,*,valid
y,d,i,t,d,b,*,*,invalid
q,f,h,e,*,*,*,*,invalid
s,p,i,n,a,l,s,*,valid
e,s,n,e,m,*,*,*,invalid
p,i,p,e,d,*,*,*,valid
a,f,f,o,r,d,*,*,valid
e,q,l,h,*,*,*,*,invalid
f,l,n,*,*,*,*,*,invalid
t,a,c,k,l,e,s,*,valid
i,n,k,i,n,e,s,s,valid
l,y,c,h,e,e,s,*,valid
n,i,t,r,o,g,e,n,valid
y,t,d,j,d,*,*,*,invalid
d,u,s,t,p,a,n,s,valid
i,e,o,*,*,*,*,*,invalid
c,o,c,o,o,n,*,*,valid
w,l,d,o,t,o,j,*,invalid
a,y,y,n,*,*,*,*,invalid
i,u,l,r,p,d,l,*,invalid
n,o,r,m,a,l,c,y,valid
s,s,x,*,*,*,*,*,invalid
o,r,g,i,e,s,*,*,valid
x,b,n,e,l,y,h,*,invalid
s,r,u,s,a,o,*,*,invalid
k,g,h,y,q,m,a,*,invalid
e,l,e,g,a,n,c,e,valid
f,q,b,*,*,*,*,*,invalid
h,e,i,s,t,i,n,g,valid
n,t,q,*,*,*,*,*,invalid
k,d,y,w,*,*,*,*,invalid
d,x,r,k,*,*,*,*,invalid
u,n,f,u,r,l,*,*,valid
o,n,o,n,*,*,*,*,invalid
m,a,o,*,*,*,*,*,invalid
k,y,m,k,i,*,*,*,invalid
c,u,r,v,e,d,*,*,valid
i,a,a,v,u,*,*,*,invalid
y,j,s,x,*,*,*,*,invalid
g,i,f,t,*,*,*,*,valid
u,r,c,*,*,*,*,*,invalid
b,y,e,s,*,*,*,*,valid
b,j,c,e,g,r,w,*,invalid
a,b,x,*,*,*,*,*,invalid
t,h,i,r,d,l,y,*,valid
e,v,e,n,*,*,*,*,valid
u,f,s,c,*,*,*,*,invalid
w,h,i,n,e,r,s,*,valid
n,b,c,g,j,*,*,*,invalid
s,q,u,a,w,k,*,*,valid
f,l,e,s,h,i,e,r,valid
g,r,y,u,*,*,*,*,invalid
p,e,e,k,*,*,*,*,valid
l,h,e,i,*,*,*,*,invalid
o,j,t,l,*,*,*,*,invalid
x,r,j,i,*,*,*,*,invalid
u,q,x,k,k,x,*,*,invalid
d,g,s,g,*,*,*,*,invalid
n,c,j,*,*,*,*,*,invalid
u,b,i,l,l,k,*,*,invalid
e,g,l,y,*,*,*,*,invalid
h,n,w,r,l,u,y,*,invalid
m,r,w,u,r,c,*,*,invalid
v,u,g,*,*,*,*,*,invalid
i,t,i,*,*,*,*,*,invalid
q,n,w,w,*,*,*,*,invalid
o,v,e,r,r,u,l,e,valid
v,m,h,p,q,g,*,*,invalid
v,g,g,f,m,r,f,*,invalid
h,a,t,c,h,e,r,y,valid
v,f,q,d,m,c,g,*,invalid
y,a,w,n,s,*,*,*,valid
g,i,g,a,b,i,t,s,valid
o,q,b,*,*,*,*,*,invalid
g,w,i,k,a,h,*,*,invalid
o,f,i,b,a,f,j,*,invalid
u,a,f,h,*,*,*,*,invalid
e,u,r,o,*,*,*,*,valid
w,q,s,p,p,k,*,*,invalid
u,x,y,*,*,*,*,*,invalid
v,b,o,v,m,*,*,*,invalid
i,n,v,b,d,*,*,*,invalid
o,a,t,*,*,*,*,*,valid
w,a,i,v,e,s,*,*,valid
y,t,w,*,*,*,*,*,invalid
s,i,x,t,h,*,*,*,valid
a,q,t,*,*,*,*,*,invalid
q,d,t,p,*,*,*,*,invalid
i,m,y,u,l,x,y,*,invalid
g,r,i,n,d,i,n,g,valid
i,i,s,w,x,p,r,*,invalid
l,m,j,s,c,f,*,*,invalid
h,r,w,h,y,*,*,*,invalid
s,y,i,w,e,b,q,*,invalid
o,g,j,a,*,*,*,*,invalid
t,d,o,l,g,*,*,*,invalid
n,r,n,u,*,*,*,*,invalid
i,u,j,*,*,*,*,*,invalid
u,y,r,w,p,*,*,*,invalid
i,t,e,l,l,v,*,*,invalid
p,i,k,b,h,a,f,*,invalid
b,j,t,h,j,o,i,*,invalid
x,c,h,j,r,*,*,*,invalid
d,y,a,d,i,c,*,*,valid
w,w,j,o,i,a,*,*,invalid
f,i,l,t,h,i,e,r,valid
w,j,h,v,s,*,*,*,invalid
c,b,d,*,*,*,*,*,invalid
m,s,a,p,j,t,f,*,invalid
r,v,l,x,t,m,v,*,invalid
c,c,i,x,r,*,*,*,invalid
w,g,g,a,s,*,*,*,invalid
i,c,o,l,*,*,*,*,invalid
f,j,s,*,*,*,*,*,invalid
a,d,z,*,*,*,*,*,valid
y,r,r,*,*,*,*,*,invalid
j,f,n,j,x,*,*,*,invalid
p,x,v,t,p,g,*,*,invalid
m,o,w,e,r,s,*,*,valid
x,y,f,b,*,*,*,*,invalid
i,m,p,u,r,e,l,y,valid
c,j,s,s,*,*,*,*,invalid
k,q,w,o,k,c,d,*,invalid
n,i,g,h,t,y,*,*,valid
h,l,h,h,b,*,*,*,invalid
a,c,w,p,*,*,*,*,invalid
h,r,t,p,m,b,n,*,invalid
j,o,k,f,*,*,*,*,invalid
g,u,s,t,y,*,*,*,valid
p,w,r,d,*,*,*,*,invalid
a,b,u,z,z,*,*,*,valid
b,u,c,k,s,h,o,t,valid
f,c,a,v,p,*,*,*,invalid
b,a,a,e,d,*,*,*,valid
k,y,y,l,*,*,*,*,invalid
f,r,p,n,a,a,f,*,invalid
f,a,d,*,*,*,*,*,valid
c,h,a,s,e,r,s,*,valid
s,t,e,a,d,i,e,r,valid
w,a,n,g,l,e,d,*,valid
p,l,i,y,*,*,*,*,invalid
y,l,h,w,r,k,*,*,invalid
j,y,c,j,*,*,*,*,invalid
s,i,l,k,*,*,*,*,valid
l,v,s,x,w,*,*,*,invalid
q,x,n,k,b,*,*,*,invalid
p,o,c,r,v,*,*,*,invalid
y,w,y,*,*,*,*,*,invalid
s,t,r,o,p,h,e,*,valid
j,b,y,k,j,y,*,*,invalid
g,f,n,v,e,*,*,*,invalid
j,e,l,l,o,*,*,*,valid
o,u,t,s,k,i,r,t,valid
c,l,k,c,s,*,*,*,invalid
i,u,h,e,b,*,*,*,invalid
h,k,i,j,*,*,*,*,invalid
d,a,m,e,*,*,*,*,valid
q,m,o,a,u,*,*,*,invalid
n,x,o,e,b,v,a,*,invalid
a,c,t,i,v,i,s,t,valid
a,n,b,y,*,*,*,*,invalid
k,s,j,f,o,p,c,*,invalid
c,g,l,*,*,*,*,*,invalid
x,i,i,k,j,x,k,*,invalid
u,n,f,r,o,c,k,*,valid
b,o,g,*,*,*,*,*,valid
f,o,r,c,e,*,*,*,valid
p,u,b,l,i,c,*,*,valid
s,u,p,p,o,s,e,*,valid
v,h,k,e,y,*,*,*,invalid
w,n,g,*,*,*,*,*,invalid
e,h,d,*,*,*,*,*,invalid
b,c,p,p,x,m,*,*,invalid
m,i,s,p,s,*,*,*,invalid
b,l,u,s,h,e,r,s,valid
l,v,m,m,u,d,c,*,invalid
u,o,s,w,l,w,*,*,invalid
l,a,p,c,f,o,*,*,invalid
x,v,m,y,*,*,*,*,invalid
v,l,j,j,*,*,*,*,invalid
e,v,a,c,u,a,t,e,valid
g,l,a,d,d,e,n,s,valid
b,l,k,d,e,g,w,*,invalid
u,b,c,t,*,*,*,*,invalid
l,c,a,t,e,y,y,*,invalid
j,d,g,j,*,*,*,*,invalid
h,t,w,*,*,*,*,*,invalid
m,t,r,*,*,*,*,*,invalid
w,d,o,a,f,*,*,*,invalid
l,i,c,e,n,c,e,s,valid
d,m,p,u,g,*,*,*,invalid
s,l,i,n,k,i,e,r,valid
s,n,o,w,m,a,n,*,valid
a,e,h,c,o,*,*,*,invalid
h,m,s,m,s,*,*,*,invalid
k,w,m,p,*,*,*,*,invalid
m,g,t,a,*,*,*,*,invalid
b,t,i,w,a,*,*,*,invalid
e,w,v,m,o,c,*,*,invalid
a,b,i,o,*,*,*,*,invalid
d,h,y,q,k,*,*,*,invalid
g,o,n,x,*,*,*,*,invalid
w,q,y,b,m,a,*,*,invalid
d,s,k,q,m,*,*,*,invalid
y,x,d,s,*,*,*,*,invalid
h,x,f,*,*,*,*,*,invalid
f,l,o,o,d,s,*,*,valid
d,u,c,t,i,l,e,*,valid
u,f,c,*,*,*,*,*,invalid
u,p,n,h,m,i,r,*,invalid
l,n,a,t,o,l,u,*,invalid
c,o,m,p,e,t,e,s,valid
p,l,u,n,d,e,r,*,valid
a,n,e,c,d,o,t,e,valid
f,o,u,r,f,o,l,d,valid
o,q,i,b,u,f,*,*,invalid
w,r,n,v,e,g,s,*,invalid
p,l,u,c,k,*,*,*,valid
f,l,y,s,p,e,c,k,valid
w,g,p,w,n,*,*,*,invalid
b,u,i,l,d,i,n,g,valid
s,e,x,e,s,*,*,*,valid
s,t,a,r,c,h,e,s,valid
t,i,p,s,i,e,s,t,valid
y,o,w,l,i,n,g,*,valid
j,n,f,c,c,*,*,*,invalid
u,j,f,v,m,i,*,*,invalid
w,k,u,*,*,*,*,*,invalid
r,s,o,g,a,e,b,*,invalid
u,g,w,w,*,*,*,*,invalid
t,o,u,c,h,e,d,*,valid
e,w,t,c,a,i,g,*,invalid
s,p,i,r,e,*,*,*,valid
r,x,q,*,*,*,*,*,invalid
o,l,l,a,*,*,*,*,invalid
u,h,j,g,s,*,*,*,invalid
m,e,n,m,*,*,*,*,invalid
b,u,r,g,e,r,s,*,valid
t,r,h,l,w,m,*,*,invalid
f,l,a,n,k,*,*,*,valid
g,k,w,d,*,*,*,*,invalid
b,e,e,p,i,n,g,*,valid
m,k,g,g,*,*,*,*,invalid
x,p,j,h,*,*,*,*,invalid
s,c,u,z,z,y,*,*,valid
w,y,v,c,v,e,y,*,invalid
j,h,p,k,e,k,a,*,invalid
l,y,y,i,m,d,w,*,invalid
s,l,u,i,c,e,*,*,valid
a,m,o,c,*,*,*,*,invalid
d,f,b,m,*,*,*,*,invalid
b,o,o,t,e,d,*,*,valid
h,a,r,d,*,*,*,*,valid
